review	tagging
"Hello, I bought this phone last week and it has horrible reception. I cannot be underneath anything, including more then two stories of building. I dont have reception in my own house or at my school. Shitty product. I am upset. "	0
"Hello, as eStan I hope very well The quality of the lamp is much better than what was inmanijaba, I feel very tatifecho."	1
"hello! the team has 3g signal failure, and no problem of cellular company that offers the service, calls are short or lost, and the battery lasts very little and lift the cell temperature. I still hope that vendor response and report these drawbacks and failures!"	0
"Hello! The Nokia is stuck on customs and they want me to give permission for its destruction under the suspiction of fraud, smuggling."	0
"Hello!   You any require ,we overall can for you preparative .       Below Wholesale Electronics, Direct From Lzaman     Wholesale / Dropship Consumer Electronics: Cell Phones, Laptops , Car Audio / Car DVD, Digital Cameras, MP4 Players, GPS ,Console , Security Products and PC Accessories - Shipping / Drop Shipping Worldwide, Direct From Lzaman.     Our website is www.Lzaman.com so please visit us all your electronic needs.   All products are hereinafter assuring :   All products are brand new in the original packaging     All The Products have 30 days Return Policy !    All the products with minimum One-Year Warranty !    All the products are direct from our supplier with the Wholesale price !    All the products Fast shipping and Timely Service .    visit website : www.Lzaman.com .       E-mail questions to us at Lzaman2009@hotmail.com .     We hope to have you as frequent customers ,Hoping with your more business in 2010 ! Contact me any 24hour."	1
"Hello seller/buyer, Happy New Year !   This is a legality and safety Wholesale Market ! Our shop website : (www.)al-pine.com     We mainly wholesale the world famous New Electron Products:   - Televisions - Laptop - Call Phones (Apple iphone) - Video Console (Sony PS3, PSP, Xbox, Wii)   - Digital Cameras - GPS, MP3/MP4 - Toys LEGO - Motorcycle (Yamaha, Suzuki, Honda, Victory)     Top 6 Reasons to Shopping at Al-Pine.com   1. All the products are 100% Original Brand new !   2. All the products are direct from our supplier with the Wholesale price !   3. All the products with minimum One-Year Warranty !   4. All The Products FREE Shipping !   5. All The Products 30 days Return Policy !   6. We have the Top quality goods, Excellent sale service and Fast Shipping .     Please log on our Website : (www.)al-pine.com     Contact us, Email : alpsshop@sina.com/ MSN : alps-service@hotmail.com /     We will reply your questions in 24 hours ! Waiting for your purchase on Al-pine.com .    Best Regards"	1
"Hello seller/buyer, Happy New Year !   This is a legality and safety Wholesale Market ! Our shop website : (www.)al-pine.com     We mainly wholesale the world famous New Electron Products:   - Televisions - Laptop - Call Phones (Apple iphone) - Video Console (Sony PS3, PSP, Xbox, Wii)   - Digital Cameras - GPS, MP3/MP4 - Toys LEGO - Motorcycle (Yamaha, Suzuki, Honda, Victory)     Top 6 Reasons to Shopping at Al-Pine.com   1. All the products are 100% Original Brand new !   2. All the products are direct from our supplier with the Wholesale price !   3. All the products with minimum One-Year Warranty !   4. All The Products FREE Shipping !   5. All The Products 30 days Return Policy !   6. We have the Top quality goods, Excellent sale service and Fast Shipping .     Please log on our Website : (www.)al-pine.com     Contact us, Email : alpsshop@sina.com/ MSN : alps-service@hotmail.com /     We will reply your questions in 24 hours ! Waiting for your purchase on Al-pine.com .    Best Regards"	1
"Hello seller/buyer, Happy New Year !   This is a legality and safety Wholesale Market ! Our shop website : (www.)al-pine.com     We mainly wholesale the world famous New Electron Products:   - Televisions - Laptop - Call Phones (Apple iphone) - Video Console (Sony PS3, PSP, Xbox, Wii)   - Digital Cameras - GPS, MP3/MP4 - Toys LEGO - Motorcycle (Yamaha, Suzuki, Honda, Victory)     Top 6 Reasons to Shopping at Al-Pine.com   1. All the products are 100% Original Brand new !   2. All the products are direct from our supplier with the Wholesale price !   3. All the products with minimum One-Year Warranty !   4. All The Products FREE Shipping !   5. All The Products 30 days Return Policy !   6. We have the Top quality goods, Excellent sale service and Fast Shipping .     Please log on our Website : (www.)al-pine.com     Contact us, Email : alpsshop@sina.com/ MSN : alps-service@hotmail.com /     We will reply your questions in 24 hours ! Waiting for your purchase on Al-pine.com .    Best Regards"	1
"Hello seller/buyer, Happy New Year !   This is a legality and safety Wholesale Market ! Our shop website : (www.)al-pine.com     We mainly wholesale the world famous New Electron Products:   - Televisions - Laptop - Call Phones (Apple iphone) - Video Console (Sony PS3, PSP, Xbox, Wii)   - Digital Cameras - GPS, MP3/MP4 - Toys LEGO - Motorcycle (Yamaha, Suzuki, Honda, Victory)     Top 6 Reasons to Shopping at Al-Pine.com   1. All the products are 100% Original Brand new !   2. All the products are direct from our supplier with the Wholesale price !   3. All the products with minimum One-Year Warranty !   4. All The Products FREE Shipping !   5. All The Products 30 days Return Policy !   6. We have the Top quality goods, Excellent sale service and Fast Shipping .     Please log on our Website : (www.)al-pine.com     Contact us, Email : alpsshop@sina.com/ MSN : alps-service@hotmail.com /     We will reply your questions in 24 hours ! Waiting for your purchase on Al-pine.com .    Best Regards"	1
"Hello seller/buyer, Happy New Year !   This is a legality and safety Wholesale Market ! Our shop website : (www.)al-pine.com     We mainly wholesale the world famous New Electron Products:   - Televisions - Laptop - Call Phones (Apple iphone) - Video Console (Sony PS3, PSP, Xbox, Wii)   - Digital Cameras - GPS, MP3/MP4 - Toys LEGO - Motorcycle (Yamaha, Suzuki, Honda, Victory)     Top 6 Reasons to Shopping at Al-Pine.com   1. All the products are 100% Original Brand new !   2. All the products are direct from our supplier with the Wholesale price !   3. All the products with minimum One-Year Warranty !   4. All The Products FREE Shipping !   5. All The Products 30 days Return Policy !   6. We have the Top quality goods, Excellent sale service and Fast Shipping .     Please log on our Website : (www.)al-pine.com     Contact us, Email : alpsshop@sina.com/ MSN : alps-service@hotmail.com /     We will reply your questions in 24 hours ! Waiting for your purchase on Al-pine.com .    Best Regards"	1
Hello please can you do so I will be able to bid on your auction. I have a bad rating for the fact that my child is not of tea and bid over me but I'm really 100% ready to pay for your phone. Thank you for understanding	1
hello I'm taking away the receña that I stepped on because the cell phone arrived but not that it took a month and a half thanks ...	1
Hello how else can I contact you? 	0
hello friends this phone is distinguished in very bad condition and is locked descricion of the CIA fail but I get horrible sea state muis estoi I descesionado	0
Hello everyone   Sadly I had to write a review not positive for this product   I received the phone without the Hebrew language that I speak excellent product according to the site as one definitely Hebrew language and familiar images showing crime scenes investigation of Von&amp;amp;amp;amp;apos;s Hebrew Language   Now I must return to China and that makes me financial damage after shipping expense	0
"Hello ebayer :     I would like to introduce you a lawful and secure Wholesale / Retail online trade store,     Product show on: www.Itcsf.com     The Shop have the brand New : HD TVs , Laptops &amp; Notebooks , Mobile Phones &amp; Iphone 3GS , Digital Camera &amp; Camcorder ,   Home Audio , MP3/MP4 Player , Video Game PS3 Console , GPS Receiver and so on .     Most Popular Products : Limit Apple iPhone Never Locked 3GS 32GB ( Factory unlocked ) - Only : $475.76USD     If you have no a Iphone , Please don&apos;t hesitate , join us to get it now , You will find more surprise here !     The best way to contact us :     Email : Service@itcsf.com ( 7days 24hours to contact us )    MSN : webelesale@hotmail.com ( discuss online products questions )    Buy wholesale products at wholesale price from wholesale market Itcsf.com direct !    Looking forward to hearing from you soon .     Regards"	1
"Hello ebayer :     I would like to introduce you a lawful and secure Wholesale / Retail online trade store,     Product show on: (www.)itcsf.com     Most Popular Products : Limit Apple iPhone Never Locked 3GS 32GB ( Factory unlocked ) - Only : $475.76USD     If you have no a Iphone , Please don&apos;t hesitate , join us to get it now , You will find more surprise here !     The best way to contact us :     Email : Service@itcsf. com ( 7days 24hours to contact us )     MSN : webelesale@hotmail. com ( discuss online products questions )     Looking forward to hearing from you soon .     Regards"	1
"Hello ebayer :     Do you want to find a good supplier on cheapest electronics products ?    I would like to introduce you a lawful and secure Wholesale / Retail online trade store,    Product show on:&lt; http://www.Itcsf.com &gt;    They mainly sale the brand New : HD TVs , Laptops &amp; Notebooks , Mobile Phones &amp; Iphone 3GS , Digital Camera &amp; Camcorder ,   Home Audio , MP3/MP4 Player , Video Game PS3 Console , GPS Receiver and so on .     Most Popular Products : Limit Apple iPhone Never Locked 3GS 32GB ( Factory unlocked ) - Only : $475.76USD     If you have no a Iphone , Please don&apos;t hesitate , join us to get it now , You will find more surprise here !    All the Products came from the Original box and Free shipping , They never sale the Used and Refurbished products !    They promise to Customer : 100% High Quality + 100% Brand New + 100% Warranty + 100% Quick Shipping + 100% Secure !    Our belief: Credit is the first, Customers are our god !    Please visit our shop site : www.itcsf.com    The best way to contact us :     Email : Service@itcsf.com  ( 7days 24hours to contact us )     MSN : webelesale@hotmail.com  ( discuss online products questions )    Buy wholesale products at wholesale price from Itcsf.com direct !    Looking forward to hearing from you soon .    Regards"	1
"Hello ebayer :     Do you want to find a good supplier on cheapest electronics products ?    I would like to introduce you a lawful and secure Wholesale / Retail online trade store,    Product show on:&lt; http://www.Itcsf.com &gt;    They mainly sale the brand New : HD TVs , Laptops &amp; Notebooks , Mobile Phones &amp; Iphone 3GS , Digital Camera &amp; Camcorder ,   Home Audio , MP3/MP4 Player , Video Game PS3 Console , GPS Receiver and so on .     Most Popular Products : Limit Apple iPhone Never Locked 3GS 32GB ( Factory unlocked ) - Only : $475.76USD     If you have no a Iphone , Please don&apos;t hesitate , join us to get it now , You will find more surprise here !    All the Products came from the Original box and Free shipping , They never sale the Used and Refurbished products !    They promise to Customer : 100% High Quality + 100% Brand New + 100% Warranty + 100% Quick Shipping + 100% Secure !    Our belief: Credit is the first, Customers are our god !    Please visit our shop site : www.itcsf.com    The best way to contact us :     Email : Service@itcsf.com  ( 7days 24hours to contact us )     MSN : webelesale@hotmail.com  ( discuss online products questions )    Buy wholesale products at wholesale price from wholesale market Itcsf.com direct !    Looking forward to hearing from you soon .    Regards"	1
"Hello ebayer :     Do you want to find a good supplier on cheapest electronics products ?    I would like to introduce you a lawful and secure Wholesale / Retail online trade store,    Product show on:&lt; http://www.Itcsf.com &gt;    They mainly sale the brand New : HD TVs , Laptops &amp; Notebooks , Mobile Phones &amp; Iphone 3GS , Digital Camera &amp; Camcorder ,   Home Audio , MP3/MP4 Player , Video Game PS3 Console , GPS Receiver and so on .     Most Popular Products : Limit Apple iPhone Never Locked 3GS 32GB ( Factory unlocked ) - Only : $475.76USD     If you have no a Iphone , Please don&apos;t hesitate , join us to get it now , You will find more surprise here !    All the Products came from the Original box and Free shipping , They never sale the Used and Refurbished products !    They promise to Customer : 100% High Quality + 100% Brand New + 100% Warranty + 100% Quick Shipping + 100% Secure !    Our belief: Credit is the first, Customers are our god !    Please visit our shop site : www.itcsf.com    The best way to contact us :     Email : Service@itcsf.com  ( 7days 24hours to contact us )     MSN : webelesale@hotmail.com  ( discuss online products questions )    Buy wholesale products at wholesale price from Itcsf.com direct !    Looking forward to hearing from you soon .    Regards"	1
Hello ebay i bought this product  around 3weeks ago..i started using the device and it was terrible! Dont load fast and it always crashes....I hate giving bad reviews but on this one i gamble 100$ and its gone    	0
Hello does any of your note 5 goes to searching or no service. Help someone please 	0
"Hello , New Apple iPhone SE 128GB Gold Rose 127.50US $ + 10.00US Shipping? You from Texas ? I am deaf , I am from Bulgaria Sofia , Plaese price 127.50US $ ? Plaese Plaese Plaese my phone +359 884488737 Viber or Whatsapp chat Plaese important first ! Thank you Plaese write "	0
"HELLO ,  Summary of My Selling Policies (Cheaper) :   Payment Method Accepted: Bank Transfer and Verified Paypal (With Confirmed Address)   Our website : www.wtocecA.com   We mainly sale the world famous brand electrical product .   New Products :PS3 60 go and 80 go version Europe 2 manettes .   Selling :   - Televisions : ( LG ,Sharp ,Toshiba ,Samsung ,Sony ,Panasonic ,Philips ,JVC , HP .)   - Laptop : ( Dell , Hp , sony , Acer , Toshiba , Apple , PDAS )   - Phones ( Nokia , Motorola , Samsung , Sony Ericsson , LG , Panasonic , Apple iphone )   - Console : ( Xbox 360 , Psp , Ps3 , Wii )   - Photograph : ( Digital Video, Digital Cameras,)   - GPS, MP3 MP4 .   All products are brand new in the original packaging with accessories.   please log on our website.     Website : www.wtocecA.com     Delivery : You may expect your item in 3 -- 5 Days  for UPS or Fedex Delivery.   Returns  : 15 Days return Policies .   Contact Me The best way to contact me is through email.   Email : wtoceca@hotmail.com.   MSN : wtoceca@hotmail.com   My average respond time to an email is with in 24 hours.   we do not charge any sales taxes and handling fees.   Merry Christmas in advance !"	1
"Hello ,    The Shop (w-w-w.uionshop.com) is the lawful and secure Wholesale / Retail trade store,     Our Shop Sale :  New  HD Tvs , Laptops &amp; Notebooks , Mobile Phones &amp; Iphone 3GS - Iphone 4 ,Digital Camera &amp; Camcorder ,   Home Audio , MP3/MP4 Player , Video Game PS3 Console , GPS Receiver and so on .     Most Popular : New Apple Iphone 4 unlocked 32GB Black or White -  Factory unlocked  - Only : $540.00 USD     100% High Quality + 100% Brand New + 100% Warranty + 100% Quick Shipping + 100% Secure !     - Please visiting our website to Contact Us !    Buy wholesale products at wholesale price from wholesale market uionshop.com direct !     Looking forward to hearing from you soon .     Regards"	1
"Hello ,    The Shop (w-w-w.uionshop.com) is the lawful and secure Wholesale / Retail trade store,     Our Shop Sale :  New  HD Tvs , Laptops &amp; Notebooks , Mobile Phones &amp; Iphone 3GS - Iphone 4 ,Digital Camera &amp; Camcorder ,   Home Audio , MP3/MP4 Player , Video Game PS3 Console , GPS Receiver and so on .     Most Popular : New Apple Iphone 4 unlocked 32GB Black or White -  Factory unlocked  - Only : $540.00 USD     100% High Quality + 100% Brand New + 100% Warranty + 100% Quick Shipping + 100% Secure !     - Please visiting our website to Contact Us !    Buy wholesale products at wholesale price from wholesale market uionshop.com direct !     Looking forward to hearing from you soon .     Regards"	1
hello  the phone  have a month and  longer has problems.	0
heis scamer don't buy from him	0
He wont refund even though Im 13 mad I spent all my money on this phone and it doesnt work In the UK and he says if I ask for a refund again he will get my account deleted 	0
He wast my time   now i have to wait to return it  and get refund then buy some one new  This is BAD	0
He was trying to make money on people. The phone was 100% charged when you turn it on it went down to 17% and he only wanted to give you a half refund.	0
"he sold to me that this device ""manufacturer refurbished "" completely like new"" he submit me device ????????????? its very bad one . this device fell down and these effects on the slide screen when i use it i can see that it has problem in the slide screen i want to CONTACT  with ebay to solve this problem  URGENTLY PLEASE .   i m soooooo angry  "	0
He sold me iPhone 6 with damage and he said that he can't give me money back because I did a damage. He said all story about how I did it. I don't know how he knows that.  He also said that I'm a liar and he doesn't have a return policy.  It was the worst seller I ever have.  Be careful with him before you buy something from him.  	0
"He sold me and unlock phone with a damage apple ID , so I got confused because of it  Bad seller  Bad product "	0
he sold me a phone that doesnt even work and he said it did he is A SCAMMER DONT BUY FROM HIM!!!!	0
HE SOLD ME A F---KING PHONE THAT DIDNT WORK AND I PAYED ALL THAT MONEY AND I REPORTED HIM TO EBAY I AM SO MAD THAT I DON&apos;T KNOW WHAT TO DO IF EBAY DOESN&apos;T DO ANY THING ABOUT IT I WILL TAKE HIGHER THAN THAT CAUSE THEY SHOULD DO SOMETHING ABOUT SELLER PUTTING UP STUFF THAT DON&apos;T WORK	0
He sold and unlocked iphone SE and it is locked.. Dont buy.. Bad seller..	0
He sent me a brand new phone battery Stone dead aftermarket box it took me 24 hours to charge the battery and it didn't come with a booklet or anything it supposed to be brand new but I'm not a hundred percent sure and it came with an after-market charger which is horrible not very happy very unsatisfied	0
He sells these items for parts. Nothing on this item is of and value. When he was confronted with this he said that the screws that hold it together are parts. But no one will ever buy a used phone for  the screws 	0
He says it works fine but it doesnt any time the phone freeze and the battery is terrible very bad seller i loss money for this ......	0
"He said that hes selling an original phone with its original box, what was my surprise? It has a different imei comparing with ""its original box"" also its battery life isn't good"	0
He promised me he will send the headphone and charger...he never did...all he send is the phone...	0
He never took it off his iCloud.   So it is not useable. And now I have tried to active it and I can not. So now my granddaughter has no phone  	0
"HE LIED ABOUT THE PHONE EVERYTHING IN THE DESCRIPTION WAS A LIE.. THE PHONE WAS NOT UNLOCKED. AND MORE. DONT BUY THIS PHONE OR YOU WILL REGRET. I TRIED CONTACTING HIM, IT BECAME A STORY. CANT EVEN EXPLAIN NOTIN"	0
"He keeps selling damaged phones or with bad esn even dough he says it has clean esn or in great working order, a big waste of time and money not a trusty seller"	0
He is not tech savvy and wanted an easy to operate phone as flip phones are far too expensive. Works great and  great smaller size. I am going to buy another as a back up. No issues with connectivity and we plugged in our TMobile SIM card and started using it without any issues.	1
he is dual nature seller i asked him many time i don&apos;t want to buy cell so cancel purchase but this guy every time said o i ll do but he did nothing   still no response   so why i refer to my friends ?	0
He is cheat. i didnt receive the phone.he just said the phone was lost and refunded the money. but i didnt get my money back until now.	0
He is a scammer everyone please listen and do not purchase form him. I didnt listen to the bad feed back and I got screwed.  Please dont purchase his items. They are bad. He lies and doesnt refund. He doesnt stand by his products . Very hard to get a hold of and deal with 	0
He is a liar! Damaged items and sends the money has not returned! Do not buy things from him !!	0
He has been happy with the phone and I was happy with the seller.	1
He gave me a tracking number on a phone i won the bid on takes payment then 2 days later tell me he's out of stock  on a phone i won. Now i made contact with at least 6 times & told him i would take one one his other phone but a 5% discount does not add up to much. I really think there is some not right with this guy!!!  	1
"he ganado este articulo y el vendedor cancelo mi envió y devolvió mi dinero, cuando yo realmente queria mi articulo, ahora no se porque Ebay me pide pagar por esto a cada momento, esto ha sido un dolor de cabeza"	0
"He doesn't reply my mgs. He's selling bad or damaged stuff.  Bad seller, bad seller, bad seller , bad items ...................................................................."	0
He didn't send item. And he took my times.	0
"He didn't send a complete phone, it had no battery or back. I'm not satisfied with paying almost $50 for just the front of the phone!!"	0
He claims to have sent a phone I purchased to a different address because he got scammed and then sends the package back to the same exact address (or so he claims).  I finally had to open up a claim with eBay to get a refund.  Do no trust this scammer!!!!	0
He charge for new phone but he sent me used one  	0
"He actually delivered a Locked iPhone & Plus He cheated and lied to me, that he will unlock it remotely, Nothing has changed since he lied to me I have try to text him about the problem, he chose to ignore and run away with my money. HE IS A THIEF "	0
He accused me of not returning a high value item but he never messaged me about it and I received the correct item I paid for???? Wtf	0
hazardous materials 	0
hazardous materials 	0
hazardous materials 	0
hazardous materials 	0
"Having problem with the with the phone turn off  by itself  before  battery finish, voice too low, change the Parsons you on the phone talkingames change  to unknow "	0
"Having only used an Iphone before, it has taken me  a while to get use to the Rugby Smart - So far it has done everything I have needed"	1
"Having converted most of my old video collection to DVD I was thrilled to find this film gem in digital format. If you watch this in widescreen format, it really does the battle scene great justice; coupled with surround sound, you&apos;ll be gripped by the amazing cinematography. I would recommend the director&apos;s cut that includes scenes about the relationship between the lead character and his estranged wife and helps you to understand the motivation behind his decision. The run time is 183 minutes for the directors cut and 120 minutes for the cinema version. I was, however, disappointed by the lack of extras, which any fan of this classic would expect to be included. There&apos;s only a 20-minute interview with the director and other shot &quot;making-of&quot; vignettes."	0
"Having a little trouble with the talk-to-text being really slow before it picks up my voice, and just getting used to the overall iPhone experience, I believe I like Android maybe a little better, but just on the fence as I have not had much time to use it and the apps and the format!"	1
"Haven't run the phone long enough to know if battery is great, but phone was in nice condition.  Seems to work well."	1
haven't received item yet so not sure 	0
Haven't got it yet waiting for it to come	0
haven't bought it and i'm not going to. this is definitely a spam. who would pay 350 dollars for a bent ass phone??? i know i wouldn't. ABSOLUTELY RIDICULOUS!!!! 	0
Haven&apos;t found anything for a dislike yet.  3D sound is amazing. Very nice size and display matched with a 12.6 camera. Love it.	1
"haveing trouble with my k1 looked roud for another,found they were hard to get and what few there were,were expensive,£90-£120..decided to look on ebay found the k1 from china or somewhere? wasent really sure,but my favourite phone (just dont like these with the big scratchy screens)flip type orded one,took about 2 weeks to come,mega suprised,worked perfect,been useing it for about 2 weeks now no problems,infact orded another as a spare and at £45 a real bargain,i cannot say more only what made me at first a bit nervie is you hear these storys about things on ebay but like me mate says things have changed anyway am happy.."	1
"Have used the phone, text and the camera.  Very happy with all.  Will buy again and recommend it to others.  "	1
"Have to put the call on speaker bc you can't understand anything if it's on call unless you put it on speaker, then everyone around hears your call. Very annoying "	0
Have to always put phone on Speakerphone in order to hear conversations. Tried to turn up the volume on phone but it's unsatisfactory 	0
"Have to admit was nervous about ordering a cell phone online, but was VERY SATISFIED... Transaction went very smoothly and very quickly... Very fast shipper... Will defiantly order from again..."	1
"Have reset phone three times, restored and updated software twice, visited Apple store twice. Spent last 4 nights trying to fix phone. Not happy. Phone flips between apps, i have no control over screen. I have watched the phone delete emails, can't save contacts because it flips open other apps. Not happy....  "	0
have put 2 sim cards in it so far and still no signal	0
Have purchase 3 of the G4 reconditioned from this seller.  My family loves them!	1
"Have personally handled the phone, is in 100% condition with flawless touch access, all functions are factory new"	1
"Have only used this phone for a week or so, but it has handed everything I've thrown at it with easy and snappy response. The camera is wonderful if the lighting conditions are good, mediocre without. Then again this is not a dedicated camera. It's very fast and the battery life is great. "	1
Have one that I&apos;ve been using for years. Bought this one for a back-up and xtra. Works great. Good deal. The querty is as advanced as I care to be right now  :)	1
Have not recieved it yet ??	0
"Have not received anything yet! no response from the seller, is been more that 20 days and still waiting."	0
have not received	0
Have not even received it yet. EBay shipping logistics  is horrible.   Amazon tracking has you beat hands down	0
Have not been able to use this phone because it will not activate in the area I live in. I did not know this when I Purchased it so basically it is just a paper weight.	0
Have no complaints about the phone. Works perfect!	1
"Have had this kind of phone the past two years and its a great phone, pretty fast and very durable. Would strongly suggest buying especially for the price."	1
Have had other products and this one competes with those. For the price cant beat it. I used on two iPhone Xs Maxs works great on both. With apple synthetic case I cant even tell that its on.	1
"Have had 2 new ones in the past year, both of them the ear speaker quit after about 4 months, There is no fixing this problem not  for a $40 phone, just throw it away and buy something else that's what I did."	0
have a good day today bye for now	1
"Hate this phone, can&apos;t hear anything and speaker doesn&apos;t really help except makes you louder to the other person. Hit the scroll button once on my favs and it scrolls past that person and lands on the next one. Signal cuts out alot."	0
Hate it. it is too antique and not GSM I am stock with it my customers don&apos;t want it.  ..................................................................................................	0
"Hate it!!! Battery sucks, constantly running background apps (35 at a time)!!! Mini USB doesnt plug in tight. Runs very hot!!"	0
Hat alles kann alles................................................................................................................................................	1
HAS WORKED WELL OVER TIME.GOOD SELLER.WAS IN NEW LIKE CONDITION	1
Has served my girls very well for quite some time now	1
Has no ad slot and no fm radio and only 4 go rom	0
has great signal and i got everything that was promised...only thing is the battery could last a little longer but other then that service was great	1
"Has good weight not so big phone just right , nice camera quality, excellent sound. All together a excellent deal . Will buy again when available! "	1
"Has blue tooth and intuitive menus. Not expansive like fancier phones, but for people who like simple phones that are fast to use, this does the job well."	1
"Has Android 6, 5mp camera, WiFi, Bluetooth, memory expandable  to 128gb. This Phone is small easy to carry  around, really advanced for a low cost Phone. I love it! It's  not an Apple 7, but a great Phone for the buck. I highly recommend and would definitely  buy this Phone again."	1
"Has a good sound to it.Other people can hear you good even on speakerphone.After playing about three songs it turns itself off automaticly.This is not a good feature.I bought it because it had a mp3 player,and a radio,but I dont like it turning itself off on me."	0
"Has a good sound to it.Other people can hear you good even on speakerphone.After playing about three songs it turns itself off automaticly.This is not a good feature.I bought it because it had a mp3 player,and a radio,but I dont like it turning itself off on me."	0
Hardly any scratches now I have to get a sim to test it out. I was taking it to the phillipines with me.	1
"Hardly any options to customize. Reception is awful in most places even when there are towers. Its takes to many steps to do everything, even just to send or reply to a text. Its just doesn't send it at times and just puts it in outbox, no notification no retry on sending."	0
"hard to make a review when the item was not sent, this was a waste of time and too much trouble for any normal person."	0
"Hard to answer any of the questions above since phone arrived without battery cover (seller claimed not to know it should have one) or battery (seller called it &quot;oversight&quot;).  After purchasing battery found out that phone was faulty and only worked for 5 min. at a time.  I was only buying it to restore information from my Blackberry desktop application from lost phone so I could transfer it to new Google Android phone.    I did subsequently purchase a 7230 for the same purpose, and it worked like a charm in all aspects."	0
Happy with the way the product looks. New in a box. Shipped right when it was supposed to come. I would recommend this product.	1
happy with the phone	1
Happy with my purchase ...	1
"Happy over all. Good looking phone, excellent navigation. Good camera, but I come from an S3 I can tell there are differences. I liked the one on the S3 better"	1
Happy and satisfied	1
"Handled All Issues Professionally ,Fast Shipping , & Product Was Packaged Well !! Great Customer Service Skills As Well !! I Love My IPhone 6 !!! "	1
"hallo, wir sind leider sehr enttäuscht von diesem telefon.  ausser der optik ist wirklich nicht viel gelungenes an diesem handy.  der lautsprecher für die musikwiedergabe ist so schlecht, da hör ich lieber meine alten schallplatten. der klang ist dumpf und nicht sehr laut.  auch beim klingeln geht die lautstärke nicht auf das gewünschte maß.  die filmwiedergabe ruckel sehr nervig.  über den akku kann ich selbst leider nichts sagen, da dass telefon meine freundin benutzt.  im vergleich zu anderen handys in dieser kategorie schneidet dieses telefon sehr schlecht ab.  einziges, was mir an diesem telefon gefällt ist, dass man einstellen kann, dass es erst vibriert und dann klingelt."	0
"Hallo, What do you mean, The phone will not work with Sprint ? What is the Sprint? I live in Germany, dose it work here? Thanks "	1
"Hallo, ich schreibe über den Kauf der Reinfor Nokia 9210i, erkannte ich, dass sie zum Verkauf gestellt hat, das andere Zelle Nokia 9210i mit niedrigeren Kosten können Sie Abbrechen, L\ &apos; Kauf zugesagt, eine mit geringeren Kosten zu kaufen? Ich erwarte Ihre Nachricht-Danke"	1
"Hallo seller/buyer :   Are you looking for a good supplier on Cheaper electron products ?   This is an secure agent of online trade company .     Product show on:&lt; http:www.bletrade.com &gt;     Our Store sale original New : Lcd tv, Laptop, Call Phones ( Iphone ), Cameras, PS3 Consoles, MP3, DVD/GPS, Shower .     All the products came from original manufacturer and in the original box.   We can offer you the best Quality products and Fast shipping , Cheaper Price.     Our advantage : lowest price than others seller on the same products.     This is our website: www.bletrade.com     Please contact me ,  Email : service@bletrade.com     Msn : ble-trade@hotmail.com     If you want more information, please feel free to contact with me.     Regards"	1
Half the apps would not work. Kept giving me error messages. Put brand new SIM card from at&t and my old Sim card it worked 70% ...bought all kinds of accessories for it. And now its a paperweight......	0
Hahahahaha bueno	1
Had to send it back to seller because it wasn't comparable with my phone service like I was told it was.	0
"Had to return product due to a screen fault... got my return purchase amount after 8 weeks minis the return postage cost... still waiting for reply to postage cost, all gone silent now after many request. Would not recommend buying high tech items from OS."	0
had to return it could not get data or wifi	0
Had to request more batteries phone just stop working and had not been purchase last year February 2016	0
"Had to replace the phone after a couple of months, because Bluetooth kept crashing the whole phone. May have been just this unit, but it made it almost impossible to live with for me. Your mileage may vary."	0
Had to remove Google account now works fine thanks	1
"Had this phone when they first came out with AT&T. Two years later I changed carrier and cell phone, now the phone was great while I had it no problems what soever with it. Now I have it again and it`s been more then a week. No problems or issues, I received phone before the delivery date. And in A+ condition like new as stated. Very happy !!!"	1
Had this phone for years water proof shock proof 	1
Had this phone for less than 24 hours and it quit working.  Would not power on or charge.   Was told by cell phone provider that it was probably a bad power chip on the mother board.  Seems it is an issue with this model phone.  	0
"Had this phone for 2 years.  It never dropped a call. Has the best voice quality of any phone I have ever used (I have a slight hearing loss and need the volume and clarity of this phone).  While traveling, my wife was constantly dropping calls on her other model phone on the same phone plan and had no problem with mine.  After two years, I replaced it with a different model phone and gave the Audiovox to her.  Two and 1/2 years after that, she would fight anyone who tried to take her phone even tho she is eligible for a new one free.  I am now searching for another CDM 8900 because I have never had a phone to perform as that one did for me and does for her now 4-1/2 years old.  It is such a shame that the best phone ever was taken off the market so soon.  It is still the best phone ever."	1
Had this phone a few weeks and it stopped working too it to cell one to see if they could figure out the problem. They couldn't. Complete water of money.	0
"Had this model before and didn't want to switch.  Was very happy to find this replacement.,  Great condition. Performs well.  thanks"	1
Had the return the phone. It was advertised as working with Verizon but would not work when I took it to the Verizon store.	0
had the phone for less than a week I dropped it and broke right away the phone is very fragile and it should have been specified in the ad for the phone that it is fragile and you need a case for it I paid a lot of money for that phone and I had it for a week and now I can&apos;t do nothing with it	0
"Had questions on product, which were quickly resolved. Would definitly deal with this seller again."	1
"had problems with charging port first week,the following week phones keeps on going off by itself on even on a full charge,doesnt charge anymore"	0
had only couple of relatively negative observations regarding the phone: The speakers&apos; quality is diminishing at higher volume; and the availabe alternative phone themes are ugly compared with what other phone makers (specially sony ericsson) are usually provide with their phones	1
Had one defect but it was rated as B condition so I fixed it myself. Still happy overall	0
Had one before and it was a great phone. The price is right for a smart phone. It does everything the other more pricey phone do.	1
